1768386130.8223474,1,T=23.60;L=120
1768386131.827026,2,T=23.60;L=120
1768386132.8318582,3,T=23.60;L=120
1768386133.8373833,4,T=23.60;L=120
1768386134.843747,5,T=23.60;L=120
